"Olympics","Country","Medal","Event","Athlete","Record"
"Lillehammer 1994","Switzerland","Gold","two-man men","Gustav WEDER",""
"Lillehammer 1994","Switzerland","Gold","two-man men","Donat ACKLIN",""
"Lillehammer 1994","Switzerland","Silver","two-man men","Reto GOETSCHI",""
"Lillehammer 1994","Switzerland","Silver","two-man men","Guido ACKLIN",""
"Lillehammer 1994","Italy","Bronze","two-man men","Guenther HUBER",""
"Lillehammer 1994","Italy","Bronze","two-man men","Stefano TICCI",""
"Lillehammer 1994","Russian Federation","Silver","1500m women","Svetlana FEDOTKINA",""
"Lillehammer 1994","Austria","Gold","1500m women","Emese HUNYADY",""
"Lillehammer 1994","Germany","Bronze","1500m women","Gunda NIEMANN-STIRNEMANN",""
"Lillehammer 1994","Canada","Silver","3000m relay women","3000m relay",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","3000m relay KOREA",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","3000m relay",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","Lee-Kyung CHUN",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","Ryang-Hee KIM",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","So-Hee KIM",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","Yoon-Mi KIM",""
"Lillehammer 1994","Republic of Korea","Gold","3000m relay women","Hye-Kyung WON",""
"Lillehammer 1994","Canada","Silver","3000m relay women","Christine BOUDRIAS",""
"Lillehammer 1994","Canada","Silver","3000m relay women","Isabelle CHAREST",""
"Lillehammer 1994","Canada","Silver","3000m relay women","Angela CUTRONE",""
"Lillehammer 1994","Canada","Silver","3000m relay women","Sylvie DAIGLE",""
"Lillehammer 1994","Canada","Silver","3000m relay women","Nathalie LAMBERT",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","Karen CASHMAN",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","Amy PETERSON",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","Shana SUNDSTROM",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","Cathy TURNER",""
"Lillehammer 1994","United States of America","Bronze","3000m relay women","Nikki ZIEGELMEYER",""
"Lillehammer 1994","Italy","Gold","30km","Manuela DI CENTA",""
"Lillehammer 1994","Norway","Silver","30km","Marit MIKKELSPLASS",""
"Lillehammer 1994","Finland","Bronze","30km","Marja-Liisa KIRVESNIEMI",""
"Lillehammer 1994","Ukraine","Bronze","7.5km women","Valentyna TSERBE-NESSINA",""
"Lillehammer 1994","Canada","Gold","7.5km women","Myriam BEDARD",""
"Lillehammer 1994","Belarus","Silver","7.5km women","Svetlana PARAMYGINA",""
"Lillehammer 1994","Russian Federation","Gold","4x7.5km relay","4x7.5km relay RUSSIA",""
"Lillehammer 1994","France","Bronze","4x7.5km relay","4x7.5km relay",""
"Lillehammer 1994","Germany","Silver","4x7.5km relay","4x7.5km relay",""
"Lillehammer 1994","Russian Federation","Gold","4x7.5km relay","Nadejda TALANOVA",""
"Lillehammer 1994","Russian Federation","Gold","4x7.5km relay","Natalia SNYTINA",""
"Lillehammer 1994","Russian Federation","Gold","4x7.5km relay","Louiza NOSKOVA",""
"Lillehammer 1994","Russian Federation","Gold","4x7.5km relay","Anfisa REZTSOVA",""
"Lillehammer 1994","Germany","Silver","4x7.5km relay","Uschi DISL",""
"Lillehammer 1994","Germany","Silver","4x7.5km relay","Antje HARVEY",""
"Lillehammer 1994","Germany","Silver","4x7.5km relay","Simone GREINER-PETTER-MEMM",""
"Lillehammer 1994","Germany","Silver","4x7.5km relay","Petra SCHAAF",""
"Lillehammer 1994","France","Bronze","4x7.5km relay","Corinne NIOGRET",""
"Lillehammer 1994","France","Bronze","4x7.5km relay","Véronique CLAUDEL",""
"Lillehammer 1994","France","Bronze","4x7.5km relay","Delphyne BURLET",""
"Lillehammer 1994","France","Bronze","4x7.5km relay","Anne BRIAND BOUTHIAUX",""
"Lillehammer 1994","Norway","Silver","downhill men","Kjetil Andre AAMODT",""
"Lillehammer 1994","United States of America","Gold","downhill men","Thomas MOE",""
"Lillehammer 1994","Canada","Bronze","downhill men","Ed PODIVINSKY",""
"Lillehammer 1994","Italy","Gold","15km mass start","Manuela DI CENTA",""
"Lillehammer 1994","Russian Federation","Bronze","15km mass start","Nina GAVRILJUK",""
"Lillehammer 1994","Russian Federation","Silver","15km mass start","Ljubov EGOROVA",""
"Lillehammer 1994","Italy","Gold","singles women","Gerda WEISSENSTEINER",""
"Lillehammer 1994","Germany","Silver","singles women","Susi-Lisa ERDMANN",""
"Lillehammer 1994","Austria","Bronze","singles women","Andrea TAGWERKER",""
"Lillehammer 1994","Austria","Silver","3000m women","Emese HUNYADY",""
"Lillehammer 1994","Germany","Bronze","3000m women","Claudia PECHSTEIN",""
"Lillehammer 1994","Russian Federation","Gold","3000m women","Svetlana BAJANOVA",""
"Lillehammer 1994","United States of America","Silver","downhill women","Picabo STREET",""
"Lillehammer 1994","Germany","Gold","downhill women","Katja SEIZINGER",""
"Lillehammer 1994","Italy","Bronze","downhill women","Isolde KOSTNER",""
"Lillehammer 1994","Russian Federation","Gold","20km men","Sergei TARASOV",""
"Lillehammer 1994","Germany","Silver","20km men","Frank LUCK",""
"Lillehammer 1994","Germany","Bronze","20km men","Sven FISCHER",""
"Lillehammer 1994","Uzbekistan","Gold","aerials women","Lina CHERYAZOVA",""
"Lillehammer 1994","Norway","Bronze","aerials women","Hilde Synnove LID",""
"Lillehammer 1994","Sweden","Silver","aerials women","Marie LINDGREN",""
"Lillehammer 1994","Norway","Gold","moguls women","Stine Lise HATTESTAD",""
"Lillehammer 1994","United States of America","Silver","moguls women","Elizabeth MCINTYRE",""
"Lillehammer 1994","Russian Federation","Bronze","moguls women","Yelizaveta KOZHEVNIKOVA",""
"Lillehammer 1994","Germany","Gold","K120 individual (90m) men","Jens WEISSFLOG",""
"Lillehammer 1994","Norway","Silver","K120 individual (90m) men","Espen BREDESEN",""
"Lillehammer 1994","Austria","Bronze","K120 individual (90m) men","Andreas GOLDBERGER",""
"Lillehammer 1994","Switzerland","Silver","alpine combined","Vreni SCHNEIDER",""
"Lillehammer 1994","Sweden","Gold","alpine combined","Pernilla WIBERG",""
"Lillehammer 1994","Slovenia","Bronze","alpine combined","Alenka DOVZAN",""
"Lillehammer 1994","Canada","Silver","ice hockey men","ice hockey",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","ice hockey",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","ice hockey",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Hakan ALGOTSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Tomas JONSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Christian DUE-BOJE",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Patrik JUHLIN",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Leif ROHLIN",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Magnus SVENSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Roger HANSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Haakan LOOB",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Fredrik STILLMAN",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Stefan ÖRNSKOG",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Niklas ERIKSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Daniel RYDMARK",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Jonas BERGKVIST",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Kenny JONSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Jorgen JONSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Peter FORSBERG",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Charles BERGLUND",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Andreas DACKELL",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Mats NÄSLUND",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Patric KJELLBERG",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Roger JOHANSSON",""
"Lillehammer 1994","Sweden","Gold","ice hockey men","Tommy SALO",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Corey HIRSCH",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Adrian AUCOIN",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Derek MAYER",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Brad WERENKA",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Ken LOVSIN",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Todd HLUSHKO",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Fabian JOSEPH",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Paul KARIYA",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Dwayne NORRIS",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Greg JOHNSON",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Brian SAVAGE",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Wallace SCHREIBER",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Todd WARRINER",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Greg PARKS",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Mark ASTLEY",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Jean Yves ROY",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Chris KONTOS",""
"Lillehammer 1994","Canada","Silver","ice hockey men","David HARLOCK",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Manny LEGACE",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Allain ROY",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Chris THERIEN",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Bradley SCHLEGEL",""
"Lillehammer 1994","Canada","Silver","ice hockey men","Peter NEDVED",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Pasi KUIVALAINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Marko KIPRUSOFF",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Vesa Erik HÄMÄLÄINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Timo JUTILA",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Pasi SORMUNEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Janne OJANEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Esa KESKINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Saku KOIVU",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Janne LAUKKANEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Marko PALO",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Raimo HELMINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Mika ALATALO",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Ville PELTONEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Jere LEHTINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Hannu VIRTA",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Sami KAPANEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Mika STROEMBERG",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Tero LEHTERAE",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Petri VARIS",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Jukka TAMMI",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Jarmo MYLLYS",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Mika NIEMINEN",""
"Lillehammer 1994","Finland","Bronze","ice hockey men","Mikko MÄKELÄ",""
"Lillehammer 1994","Russian Federation","Gold","4x5km relay women","4x5km relay RUSSIA",""
"Lillehammer 1994","Italy","Bronze","4x5km relay women","4x5km relay",""
"Lillehammer 1994","Norway","Silver","4x5km relay women","4x5km relay",""
"Lillehammer 1994","Russian Federation","Gold","4x5km relay women","Elena VAELBE",""
"Lillehammer 1994","Russian Federation","Gold","4x5km relay women","Larissa LAZUTINA",""
"Lillehammer 1994","Russian Federation","Gold","4x5km relay women","Nina GAVRILJUK",""
"Lillehammer 1994","Russian Federation","Gold","4x5km relay women","Ljubov EGOROVA",""
"Lillehammer 1994","Norway","Silver","4x5km relay women","Trude DYBENDAHL HARTZ",""
"Lillehammer 1994","Norway","Silver","4x5km relay women","Inger Helene NYBRAATEN",""
"Lillehammer 1994","Norway","Silver","4x5km relay women","Elin NILSEN",""
"Lillehammer 1994","Norway","Silver","4x5km relay women","Anita MOEN",""
"Lillehammer 1994","Italy","Bronze","4x5km relay women","Bice VANZETTA",""
"Lillehammer 1994","Italy","Bronze","4x5km relay women","Manuela DI CENTA",""
"Lillehammer 1994","Italy","Bronze","4x5km relay women","Gabriella PARUZZI",""
"Lillehammer 1994","Italy","Bronze","4x5km relay women","Stefania BELMONDO",""
"Lillehammer 1994","United States of America","Bronze","500m women","Amy PETERSON",""
"Lillehammer 1994","People's Republic of China","Silver","500m women","Yanmei ZHANG",""
"Lillehammer 1994","United States of America","Gold","500m women","Cathy TURNER",""
"Lillehammer 1994","United States of America","Gold","1000m men","Daniel JANSEN",""
"Lillehammer 1994","Belarus","Silver","1000m men","Igor ZHELEZOVSKY",""
"Lillehammer 1994","Russian Federation","Bronze","1000m men","Sergey KLEVCHENYA",""
"Lillehammer 1994","Russian Federation","Silver","super-G women","Svetlana GLADISHEVA",""
"Lillehammer 1994","United States of America","Gold","super-G women","Diann ROFFE",""
"Lillehammer 1994","Italy","Bronze","super-G women","Isolde KOSTNER",""
"Lillehammer 1994","Russian Federation","Silver","4x7.5km relay men","4x7.5km relay RUSSIA",""
"Lillehammer 1994","Germany","Gold","4x7.5km relay men","4x7.5km relay",""
"Lillehammer 1994","France","Bronze","4x7.5km relay men","4x7.5km relay",""
"Lillehammer 1994","Germany","Gold","4x7.5km relay men","Ricco GROSS",""
"Lillehammer 1994","Germany","Gold","4x7.5km relay men","Frank LUCK",""
"Lillehammer 1994","Germany","Gold","4x7.5km relay men","Mark KIRCHNER",""
"Lillehammer 1994","Germany","Gold","4x7.5km relay men","Sven FISCHER",""
"Lillehammer 1994","Russian Federation","Silver","4x7.5km relay men","Valeri KIRIENKO",""
"Lillehammer 1994","Russian Federation","Silver","4x7.5km relay men","Vladimir DRATSCHEV",""
"Lillehammer 1994","Russian Federation","Silver","4x7.5km relay men","Sergei TARASOV",""
"Lillehammer 1994","Russian Federation","Silver","4x7.5km relay men","Sergei TCHEPIKOV",""
"Lillehammer 1994","France","Bronze","4x7.5km relay men","Thierry DUSSERRE",""
"Lillehammer 1994","France","Bronze","4x7.5km relay men","Patrice BAILLY-SALINS",""
"Lillehammer 1994","France","Bronze","4x7.5km relay men","Lionel LAURENT",""
"Lillehammer 1994","France","Bronze","4x7.5km relay men","Hervé FLANDIN",""
"Lillehammer 1994","United States of America","Silver","individual women","Nancy KERRIGAN",""
"Lillehammer 1994","Ukraine","Gold","individual women","Oksana BAIUL",""
"Lillehammer 1994","People's Republic of China","Bronze","individual women","Lu CHEN",""
"Lillehammer 1994","Italy","Bronze","Combined 5km + 10km pursuit","Stefania BELMONDO",""
"Lillehammer 1994","Italy","Silver","Combined 5km + 10km pursuit","Manuela DI CENTA",""
"Lillehammer 1994","Russian Federation","Gold","Combined 5km + 10km pursuit","Ljubov EGOROVA",""
"Lillehammer 1994","Germany","Gold","super-G men","Markus WASMEIER",""
"Lillehammer 1994","Norway","Bronze","super-G men","Kjetil Andre AAMODT",""
"Lillehammer 1994","United States of America","Silver","super-G men","Thomas MOE",""
"Lillehammer 1994","Norway","Silver","alpine combined","Kjetil Andre AAMODT",""
"Lillehammer 1994","Norway","Gold","alpine combined","Lasse KJUS",""
"Lillehammer 1994","Norway","Bronze","alpine combined","Harald Chr. STRAND NILSEN",""
"Lillehammer 1994","Kazakhstan","Gold","50km","Vladimir SMIRNOV",""
"Lillehammer 1994","Finland","Silver","50km","Mika MYLLYLAE",""
"Lillehammer 1994","Norway","Bronze","50km","Sture SIVERTSEN",""
"Lillehammer 1994","Australia","Bronze","5000m relay men","5000m relay",""
"Lillehammer 1994","Italy","Gold","5000m relay men","5000m relay",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","5000m relay",""
"Lillehammer 1994","Italy","Gold","5000m relay men","Maurizio CARNINO",""
"Lillehammer 1994","Italy","Gold","5000m relay men","Diego CATTANI",""
"Lillehammer 1994","Italy","Gold","5000m relay men","Orazio FAGONE",""
"Lillehammer 1994","Italy","Gold","5000m relay men","Hugo HERRNHOF",""
"Lillehammer 1994","Italy","Gold","5000m relay men","Mirko VUILLERMIN",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","Randall BARTZ",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","John COYLE",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","Eric FLAIM",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","Andrew GABEL",""
"Lillehammer 1994","United States of America","Silver","5000m relay men","Anthony GOSKOWICZ",""
"Lillehammer 1994","Australia","Bronze","5000m relay men","Steven BRADBURY",""
"Lillehammer 1994","Australia","Bronze","5000m relay men","Kieran HANSEN",""
